domain,is_dga
pscikjuqdrvbmfl.biz,1
ascentcrm.net,0
ewdqyjxb.cc,1
wscqsuiqooceikeg.org,1
gobvewfugdxy.com,1
conceptclub.ru,0
gbjtvfl.info,1
ghipxjbsiqqu.com,1
arjdxitv.org,1
jfoldxxjjmfc.com,1
glansa.com,0
ossbgnfwgsth.com,1
tcracyqg.com,1
gpnxkqhtsumfqt.biz,1
qakanure.ru,1
andythornton.com,0
dlsqid.cn,1
netbank.co.za,0
aquariumhome.ru,0
gfksowtgb.cc,1
ceatagaf.ru,1
cloudtalkers.com,0
civilkontroll.com,0
cggfnqcjqygd.com,1
jkgjshrfunyu.org,1
scipy.org,0
mbda-systems.com,0
ninjpoiff.cc,1
qsuagcyonqhui.info,1
wssegqaqqaygooou.org,1
jfiqqchqumnp.com,1
1miteqz14q0c07siw962ne8m4.net,1
eeufrqbrrtpg.com,1
usqsemssqicocamu.org,1
sicwecea.ru,1
jgjrnbrdnipctyu.biz,1
aleatorystore.com.br,0
profit-inform.com,0
2015rewardopportunities.com,0
kymgukwikemwmigk.org,1
tellows.nl,0
statisticssolutions.com,0
pgtjpbbyljbswh.co.uk,1
newindiantube.com,0
hqsqavkmgwslmyo.ru,1
eiywsqkqiqygiigy.org,1
mygqasqegiiciuwk.org,1
tokirgaf.ru,1
jfvjlio.cn,1
tbxvgwyertbtasv.info,1
tjriycx.cn,1
deofyuuyfmtg.com,1
studiocominottocantoni.it,0
wwbshasxrnoxs.com,1
wupwozqa.ru,1
xqbvktduoyltwmt.biz,1
zobenec.ws,1
qotlfedtndsjiws.co.uk,1
xzmlio.org,1
ddcsbjtf.cn,1
kuwlrjvt.org,1
letsfreckle.com,0
eatnpark.com,0
xnlpfytzg.biz,1
kywekgcgksgeoski.org,1
clubglow.com,0
everylastrecipe.com,0
dpurcxerswoc.com,1
polveridosiecartucce.com,0
oasys-software.com,0
konkoor.co,0
dldedckthhon.com,1
mediabuyerassociation.com,0
usceukgqeuamycwu.org,1
onlinevoyance.fr,0
icsljhknxnch.com,1
srrlumwbctiv.com,1
szice.net,0
radiotvlink.gr,0
kojcbociqvoak.biz,1
ywmcgsoooaeeoeaa.org,1
wwscussicwuweoqe.org,1
ruanbi.com,0
tvprzdijiy.biz,1
tupuxsux.ru,1
bachecalavoro.com,0
sixfigurebizbuilder.com,0
foro3d.com,0
ddpnsebjomll.com,1
gqcaikyqcuqyquyk.org,1
thebuxer.com,0
ywykycoucioewciq.org,1
pculisbblqcfj.biz,1
lonmplbthshj.com,1
sachverstaendigenrat-wirtschaft.de,0
oggwesmqiacicgsc.org,1
duffandphelps.com,0
gkmsbscfihcb.com,1
translational-medicine.com,0
ateveuo.cn,1
ogeynxodolvs.org,1
qchnfmkuvnvmj.info,1
kycoomgsysscimiw.org,1
prediksibolaskor.com,0
lxtucffmxwne.info,1
qgmoqskoawywiame.org,1
swcbowwlcbjs.com,1
thbyuxxdtyx.biz,1
yvwpthjxavx.org,1
homes24.co.uk,0
modernmarket.co,0
mvpsirponpcas.com,1
whatihavelearnedteaching.com,0
jkldojffqjjb.com,1
ehnmnsrqrcru.com,1
lokrabeo.ru,1
formpro.co.nz,0
fcirosdetkrd.com,1
ciosmqkugckowoku.org,1
dirvomaj.ru,1
uhemdoipqxcxd.co.uk,1
ocqewwwsyacgsiks.org,1
alrseefa.net,0
leokeani.ru,1
blackfridayzilnic.eu,0
maxdejoules.com,0
filmhafizasi.com,0
oqqntqfvpteba.net,1
ohcuktcukdkbg.co.uk,1
ddkcbwcssnin.com,1
geakacuc.ru,1
pcr-online.biz,0
mugugdoc.ru,1
jbqnwgggwxpp.com,1
kygcuwueasywycqy.org,1
hokrugta.ru,1
fichuxdu.ru,1
onioninsights.info,0
kjiaaxler.ws,1
ddl.me,0
sovtpabzte.info,1
jbbbcelmiixw.com,1
defoix.com,0
gknuckxhiyey.com,1
jldngatchnigf.net,1
mplpccsbuxsr.com,1
brest.biz,0
eidnbffnvksu.com,1
qeahuruk.ru,1
jchestaa.org,1
fundroid.it,0
usa-technology.net,0
seofeate.ru,1
qgmcukykqgosscys.org,1
pearocub.ru,1
opensystemstech.com,0
wulijaqi.ru,1
highnooncasino.com,0
fryingpantower.com,0
jjfmppqdpjjq.com,1
iqcoumqmqmoesqqi.org,1
communigator.co.uk,0
wwjdoeorhpdjty.info,1
xefcwoyimerr.info,1
hollytrendzz.blogspot.in,0
northerncalifornian.com,0
oytkrr.cc,1
bidbuy4u.com.hk,0
mediamza.com,0
mrqhchijkdiq.com,1
gffgcdennffm.com,1
lhgfvstlmvid.com,1
51ipa.com,0
zioeav.biz,1
seiwidir.ru,1
ytvcaljpkdpad.co.uk,1
kgtgtmmvx.org,1
131u.com,0
nlfssareleil.org,1
wvqauwrx.info,1
sexepourtous.com,0
osriihpqwgy.net,1
qhhlqwnglkjuhsl.biz,1
httoositcnqj.com,1
deturl.com,0
hsqlhrgsumacno.org,1
bvbstgxseqtp.net,1
spytomobile.com,0
kkutpwhxyqht.com,1
gdldbmqyhocaht.org,1
kjnnnwxyycir.com,1
myhousing.com.tw,0
hkuma.com,0
woqkojic.ru,1
ukultmxhxxsbty.info,1
yntrgz.info,1
wkdewyacn.biz,1
rohawialydftmq.co.uk,1
jksmj.com,1
vspblluo.info,1
ftzkiucs.com,1
lijenb.cn,1
ipmrfcyx.info,1
imagevortex.com,0
xblmyynppiyt.com,1
kkilovmuugoy.com,1
ywkeaskiuyccooea.org,1
epzclgm.info,1
harilnea.ru,1
qoqgarol.ru,1
vtttjjpswraeyeh.co.uk,1
fktprvbs.net,1
ternium.com,0
mandokoq.ru,1
qkgwmayiyaqawscs.org,1
gbarhhbk.cn,1
yaomiiqaosgykoyy.org,1
teocaman.ru,1
nrvocbmsqbyruxv.com,1
largefriends.com,0
typingme.com,0
xisosuxl.ru,1
ceageafi.ru,1
vjioe.biz,1
strahu-net.com,0
weplanithk.com,0
datrilqe.ru,1
qzrymeyep.info,1
kugcicba.ru,1
cmosurvey.org,0
lgayhxxabsbxek.biz,1
aaakeamesiokqiey.org,1
bietcnyebfmc.com,1
vojeavat.ru,1
kndtum.cc,1
jdcreupobyqu.com,1
igpstldqcfiixll.co.uk,1
hbsewpftibent.com,1
emkaoukcomomawim.org,1
dafbeiji.ru,1
mcqkn.com,1
brvvufolhxve.com,1
keyspire.com,0
ptpcxdimlxos.com,1
sqbwrxujfqlblmn.ru,1
yupi.com.do,0
wcs-th.com,0
skumqcqueewuoygk.org,1
npmsmycz.biz,1
kkghikliiygr.com,1
tagibuxf.ru,1
qdyoyrbbhedhtd.biz,1
mwmtrygmsohif.ru,1
grigbertz.com,0
yrudceyeyex.cn,1
mejdicxwkoaw.ru,1
iqkociuswmqeiiec.org,1
novoferm.fr,0
indexkings.com,0
lealaluc.ru,1
koxlm.cn,1
vufijuxw.ru,1
uooggeweqoaaikmm.org,1
stevinsontoyotawest.com,0
wwucwemgwquoskoa.org,1
ixeet.com,0
ddogsddmnvph.com,1
toqfupru.ru,1
mcgmswqugegasqgo.org,1
jecdgfeiyxbs.com,1
behhhlcrudqb.com,1
kyoowikgsgumuqko.org,1
hufangic.ru,1
qrumggdiewod.biz,1
axxacmsnilpdunv.net,1
clmftkpjtkavb.co.uk,1
bbejihdlduuu.com,1
uvismprcrdfj.org,1
bipilkaf.ru,1
gqsucaukuscmooke.org,1
calculasigurari.ro,0
qgykyumaaegwsqyi.org,1
hfwspxfgxqsx.info,1
blssrrfehixh.com,1
frcyw.com,0
tugvilke.ru,1
iafarma.com,0
wfinjldvlflcgmf.co.uk,1
ytykgqn.net,1
keolidok.ru,1
superkoora.com,0
nllrcucephd.org,1
qalokkud.ru,1
cowkvknqdmfg.com,1
recordshares.com,0
aawskagycgwakwka.org,1
adnicemedia.com,0
gfedhkogwpij.com,1
mafqoqtu.ru,1
deldpqeuvxb.ws,1
batxibeo.ru,1
wswkmowcaigoyqwg.org,1
xstuvwxybuun.com,1
tizggoi.com,1
tupperwarebrands.com,0
toqtapij.ru,1
bildeose.ru,1
activeshop24.co.uk,0
owwthkftlmyn.com,1
mafjanqa.ru,1
dmowiki.com,0
mapsutim.co.il,0
elempresario.mx,0
easypetitelooks.com,0
bodyandberries.com,0
ofdb.de,0
rusiweif.ru,1
myqgyqkuoemeiqsw.org,1
koxppeotxnsk.com,1
notsomolly.tumblr.com,0
nugcijup.ru,1
home24.nl,0
mkynpnvzwf.cn,1
javuxkaf.ru,1
xogwtmpxoumv.com,1
ls1gto.com,0
occsmqieqyqwwqem.org,1
cunafdat.ru,1
hota-u.azurewebsites.net,0
govdgsginkgr.com,1
kykqkscsqyqwmgyg.org,1
qoxdinsawqbvx.info,1
edfuxsstudec.com,1
unsam.edu.ar,0
overmental.com,0
bdgfenwttwjx.com,1
bfbbgdfgjdfr.com,1
bwspqsvdfxbc.com,1
ociuqqksoeswimek.org,1
hotusako.ru,1
cysebxugvbpqxp.ru,1
trafficandfunnels.com,0
rirwamug.ru,1
winning-play.com,0
yssbfvplptsr.co.uk,1
buxlatfe.ru,1
lisowuph.ru,1
numerologyreports.org,0
railsguides.net,0
emwywskyscgwkwsg.org,1
oggicemaemkisomm.org,1
usayucowewesmwoq.org,1
emigwaygucywsouc.org,1
obatvimaxasli.us,0
ionis-group.com,0
bboonqif.biz,1
dilfupxa.ru,1
jhfzzueuvs.net,1
aagqceqgcgwuaooa.org,1
butlers-online.com.ua,0
gonyxhpmiyyb.com,1
tiendakitsch.com,0
piqupqov.ru,1
oryrsbochx.ws,1
genius-europe.com,0
provereno-platit.ru,0
nuikedwpypdear.org,1
istructe.org,0
bhbfjkbxhdkl.com,1
dgfmmlcwirkw.com,1
lxnmsbcocvjkrne.com,1
soiwkweoyogcokqo.org,1
iheartposhshoppe.com,0
tqtwpr.biz,1
php720.com,0
startingbusiness.com,0
eiagiasyiweekocy.org,1
gaizupath.com,0
enelgreenpower.com,0
qgagoymykcyimewi.org,1
girneide.ru,1
ajjtvlzzd.ws,1
seogf.biz,0
tugromaf.ru,1
hiqatupv.ru,1
aaykkemyeuqsqcmw.org,1
atraveo.de,0
pelatihan-humas.com,0
ouvppff.ws,1
xokjapan.ru,1
putlockers.is,0
endless-satsang.com,0
cfphxp.com,1
high-focus.com,0
thestudiodirector.com,0
mcyqoqskqsmogeik.org,1
peimozbe.ru,1
sooqicqeauygguae.org,1
watchbase.com,0
silsjniuijkld.net,1
iynbmoorcbvq.com,1
kreview.com,0
bgdehovvnqyi.com,1
glorypress.com,0
xohufino.ru,1
comuluxm.ru,1
hldebtshlbre.com,1
kaliswari-fireworks.com,0
xydrojnamvbctx.com,1
gqcicyeeomgsquwk.org,1
bafjkmejmlws.co.uk,1
absolutedom.spb.ru,0
gayahidupku.com,0
gdtguwovnjgw.com,1
wuqeabei.ru,1
ctm.co.za,0
efjchijeelve.com,1
kpsskitabi.com,0
ulrgtwzjzju.cc,1
iuemmwokisimqika.org,1
qggsowkyeqyskwag.org,1
ekvmambjgmuigph.info,1
csuqob.info,1
kuqeccamakawqqqs.org,1
mbkumbca.biz,1
spreadshirt.com,0
arabiforall.com,0
lifylufbtacge.com,1
srzudpvm.net,1
mreqpd.net,1
puxmafje.ru,1
cursosparacoaching.com,0
yondem.com,0
jandjinc.org,0
vetmedicus.ru,0
emaaqaaqccogwykq.org,1
ebdjcpxxonmn.com,1
sommeookyyqmawqy.org,1
srhgdse.org,1
kgmxjerurojy.com,1
blingyue.com,0
vufocupn.ru,1
vuneahun.ru,1
teawozpe.ru,1
sbpygxtb.cc,1
ajvfhwmbetnxv.co.uk,1
hxvssnqyybgflki.info,1
phow.ir,0
budktlahs.biz,1
limpsenwohef.com,1
doctorwhotoys.net,0
kqloglihtsyu.org,1
de-vision.ru,0
gmoeosiywekakaqu.org,1
igoajmwicfibu.ru,1
pju88.com,0
mpwrhellctauie.net,1
gib.gov.tr,0
newvideo.am,0
submitequalizer.com,0
stroka.kg,0
kolayturkce.com,0
exploringcs.org,0
bncccdkdmhxl.com,1
usgqgseeemomsmsc.org,1
useaimeioywqoqwe.org,1
kladioniceolimp.com,0
mcinwixyyjpbrxk.ru,1
weakugso.ru,1
aaakgicquiiqyomw.org,1
xiqnprvmtwegbi.ru,1
hhlbwglkfnst.com,1
bhlhtfveubpc.com,1
zipcodeindonesia.blogspot.co.id,0
pliyqftecsxj.com,1
kkpxsropenoh.com,1
kmaegc.com,1
contishop.com.mx,0
gnpbykyxboml.org,1
iuqcyagamckayusw.org,1
tylowevaxys.com,0
ldxcyjvwk.org,1
fridomia.pl,0
healthjournalism.org,0
jnvbenkn.biz,1
bkhidfidyukd.com,1
mjlfgpiwncgx.org,1
bakulev.ru,0
aammeukcissgcyuy.org,1
ddwdebnk.com,1
ogpdlgrhoapb.com,1
pivilxug.ru,1
wngdljbcdoukhki.info,1
disercat.com,0
fsbhqfvpxpsr.com,1
drjettxmlgwo.com,1
hackforums.net,0
knollenstein.nl,0
seoarticlegenerator.com,0
josryw.cc,1
gmqysuyiocmwwwea.org,1
yrtayrxlnxlc.org,1
gordxs.com.br,0
gupnokhe.ru,1
dbeuynqfgsxp.com,1
ebiqexlgbctq.com,1
ruwest.ru,0
anonimowe.pl,0
gyqtdbqumwaclh.info,1
batveoka.ru,1
brings-online.com,0
vivilqeo.ru,1
vixujeoj.ru,1
logodesignengine.com,0
tempophone.com,0
jomaaqecabuy.org,1
dihtpxggkffg.com,1
myiiwiakaqgksqkq.org,1
caflihow.ru,1
seobymoz.com,0
jasonliurealty.com,0
vrfqarisamwk.biz,1
echoone.com,0
clef-en-ligne.com,0
kygmcqgiicmwysae.org,1
osclass.me,0
slvbopugkvjq.com,1
aeweosgkmcmmscqo.org,1
myciuoqguawymgao.org,1
cickagib.ru,1
qeywzrbg.info,1
sharedhomevideo.com,0
xlamplsj.biz,1
deafeawe.ru,1
owbtqccyqlit.com,1
elproximoviaje.com,0
dojapade.ru,1
pandora101.com,0
youdkdmhe.com,1
hhxrsww.info,1
psfgzw.ws,1
jkwwpfynwxyu.com,1
vatdeasu.ru,1
eminosoft.com,0
transfast.com,0
bookmarkcentral.com,0
deliv.co,0
sfydvhf.info,1
fzutzmpiix.org,1
weileifo.ru,1
alproshop.com,0
fuqhkfqpobysuwv.biz,1
kkobvvfffiil.com,1
hijieboilstw.com,1
wujjl.cn,1
hsguvtkmbtbxt.org,1
mymauagiiqaukamu.org,1
bfnmemmprrun.com,1
pnzepld.cn,1
pdknilulotgg.com,1
ligorioacademy.it,0
sogugiqoweuwgimc.org,1
eyolpao.info,1
cgblkjrnnvuf.com,1
zmtdqclj.cn,1
bankasubeleriniz.com,0
qkscaukiuassoyku.org,1
canfeisa.ru,1
qtsgathueliti.org,1
01p.com,0
yanirseroussi.com,0
myqacycsewsgakka.org,1
rowybpvctaacrub.ru,1
robfore.com,0
crjzuwm.biz,1
xcbnacwvufp.cn,1
pickoqho.ru,1
share-bookmark.appspot.com,0
rhfigde.cc,1
dirweije.ru,1
gqoowiekuykskuyi.org,1
sigoblhk.net,1
folha.co,0
magicaltheme.com,0
jmeohyetdgde.com,1
oalfycayqofbfif.net,1
ivpsvfvlvvic.net,1
canlatba.ru,1
owxqkrqdmffu.com,1
ubicome.co,0
ujugeuzm.cn,1
aff.rocks,0
ixcgsbdpcguufc.ru,1
avfqaxxupich.co.uk,1
qewwinbcwhjpee.info,1
qgyqgigukmcyiaie.org,1
cooglass.com,0
pppixlynwfep.com,1
ceitapux.ru,1
uswecwucqcusiogw.org,1
awxyeyitveid.org,1
iezyxviwb.ws,1
munkaruhawebaruhaz.com,0
vipuxroh.ru,1
egitimedair.net,0
kkhejghuieps.com,1
uixxomffxjrpkxl.com,1
weaxugso.ru,1
trellian.com,0
calculate-distance.com,0
cheviplus.ru,0
ntxztlmv.cn,1
caminbath.com,0
fhkppqrybtkh.com,1
gdjqmyxmomkvnv.org,1
doyouneedvisa.com,0
eqmtdujtqfee.com,1
rreoon.cn,1
sisainfosec.com,0
gmwawkqomekwukye.org,1
beihifil.ru,1
julovwllgjih.com,1
uoscuoqasgeaumwa.org,1
kako-mon.com,0
mci-research.com,0
avaliacaoinstitucional.com.br,0
today-job.ru,0
dunusoro.ru,1
ocqcgqykkyakasgw.org,1
wholeheartandhome.com,0
bgvsjjmpkfeni.org,1
newspaperbangladeshi.com,0
ciyesemmsmqgqeoy.org,1
ivpubqjrgz.cn,1
rgtjrbzu.biz,1
nmiyftdxhemwtr.info,1
ptxylfqberct.com,1
emoiukwgkmwsssmy.org,1
uwtwzj.cn,1
gkvvvewhuqir.com,1
owkueflbedmf.com,1
grpfghkpybkh.com,1
sungevity.com,0
tripmydream.com,0
jjbswakcsha.biz,1
uoeaawkigcmaksyk.org,1
eccdhjeccxjj.com,1
osrbgslefedg.com,1
geijeopi.ru,1
tuwwfcurnvllwcb.ru,1
bjbbemmhhfkt.com,1
atvhxsqk.com,1
mpsoftware.dk,0
seogolei.ru,1
kxyytrurvojebhv.net,1
qkeewmqoaskosouw.org,1
juxnudir.ru,1
vujuxkei.ru,1
kinghost.co.za,0
rcsdiqeayeqbs.net,1
lrhw1688.com,0
ciptwukfabkktwq.biz,1
frooqlsluglb.com,1
bookmeter.com,0
gkurbenohmfm.com,1
sdjifagerv.ws,1
vatpuxhu.ru,1
trackmangolf.com,0
lxxujqfyeuyh.com,1
uaigey.cn,1
uswiwscckggcywgq.org,1
mycmqagmcsmwawmo.org,1
vilqeiki.ru,1
uimwdclrlrlq.com,1
koinignomi.gr,0
mysiuicqqycigcio.org,1
baztabtv.com,0
mezan.net,0
tswctymfbvytpuk.biz,1
wwuqyoqwkcuggmek.org,1
mediahint.com,0
fa-kleinanzeigen.de,0
ftvfqmw.cn,1
cdnboxaddict.blogspot.ca,0
peapuwah.ru,1
swhinhrirfmv.com,1
vilquwan.ru,1
businessguideturkey.com,0
vcqdfvivihfsf.net,1
dyicbbytuvcw.com,1
fefthxhqnpjlnv.net,1
div.io,0
gilbo.ru,0
leigoqle.ru,1
fnmnqkgoghqrepu.biz,1
fcbbdgcfchir.com,1
vgcplhbiwj.cn,1
arthub.org,0
kdiibqqyqnjk.com,1
uploaded-to.net,0
kgjue.net,1
myeyeqqoagmikymm.org,1
tureotem.ru,1
lovelynudez.com,0
gojixope.ru,1
posufuxh.ru,1
fqcotfnxcwmkfrd.ru,1
ceqenehgfkpo.com,1
occsckqkumwesqkq.org,1
modalmais.com.br,0
qfbphfcmbtuwg.biz,1
ybgfhqvt.cn,1
kjnvvklstdcw.com,1
nvefxbhjvyktxek.net,1
oexcelpvmnytkhx.biz,1
bmnnoolkfgdm.com,1
bgfksodxdlly.com,1
hotnews3w.blogspot.com,0
piece-hairworks.link,0
yetkiliservisi.com.tr,0
xtafff.cn,1
yadwmwevanvcwv.biz,1
calankatv.com,0
chbjnufeefkp.com,1
pghgihyh.biz,1
kenkyuu2.net,0
bnnfphdkfqbp.com,1
napster.com,0
qwvyrfjgwoxh.net,1
fmjrdnfodshue.org,1
iugwmmiossogeksw.org,1
australiadirectory.net,0
rlmpqnqlpyitl.info,1
stanleysecurity.co.uk,0
usaqawmaggycsiuk.org,1
owwtuidxkbsr.com,1
bvpuvpxrebqh.biz,1
jlgthjsfvjburmb.net,1
mtmsuvldkyjsjnb.org,1
myqeeacgcswoiuag.org,1
zmcrlwyu.org,1
cosnjtnwppsj.com,1
orion.rs,0
ybqdvbhjot.ws,1
glxtejylisod.org,1
smulexdkx.org,1
sidecarcross-action.de,0
kkbrehwy.com,1
zqsetkotn.ws,1
qkemkycocqqaqmsk.org,1
dwcumvykw.info,1
mojvrtkccn.biz,1
fcdynamo.ru,0
gwndnji.biz,1
pdfziel.com,0
ciuyggcogemmeoia.org,1
ddibytqpklts.com,1
cecsiwkqeamccagk.org,1
bhxxxokreuev.com,1
peikasei.ru,1
micvukik.ru,1
lqmjuowuthrck.net,1
versionsapp.com,0
coorslight.com,0
ofoaxrlpaixlyx.net,1
effvrmkkcbkw.com,1
zakupydladziecka.pl,0
gnmslvojdhgc.com,1
gnmlnvffqqvh.com,1
wgxgvwdffjms.org,1
fbpwwkjhhoge.com,1
kyuewougqcamiiqo.org,1
gheijclmndbr.com,1
jemtdwwimmhk.com,1
easndlfagm.net,1
hundefutter-getreidefrei.info,0
eigkagcsmoiaqaqw.org,1
ywaoquicqcsqmgmc.org,1
oanow.com,0
axgxkpfsjkwwhre.net,1
gzttv.cc,1
cewjmajcjehgihn.co.uk,1
mckgwsmqimaagiom.org,1
kukiusuaqicisuoo.org,1
pejkpyrkmx.com,1
bgnkolmmhouc.com,1
kgw.com,0
ldxmrrmdbcdu.info,1
mcigxjtnqvxuhpc.ru,1
mydean.ru,0
cricwindow.com,0
srrfwxmtrinb.com,1
hhhopkdtxuhocqj.info,1
mcthai.co.th,0
vyfrvvrarkopp.org,1
ywacgqaiayymqccw.org,1
rezlive.com,0
pqshvcprdiax.net,1
qolukuli.ru,1
ieyqobvgeccf.co.uk,1
cilmilkgcqye.com,1
lyiwpm.net,1
mjgidqrjnppu.net,1
aaieawoyuqmaiqoo.org,1
krcaze.org,1
gdkfcdeuxjgl.com,1
wayxcfvbl.cc,1
irsst.qc.ca,0
rolukeib.ru,1
gncinoe.org,1
itsjxhswcp.cn,1
neumann-kh-line.com,0
goqfuxgu.ru,1
kjmttnnuuxoi.com,1
cicigqowqmqmyawa.org,1
gkjiqpoxgkto.com,1
keodokjo.ru,1
enfumlogfmed.com,1
capacloud.com,0
heiqoqnu.ru,1
isewk.info,1
jokkade.ir,0
ougadgforjusvib.org,1
vilamuge.ru,1
sknjpaiigdelhvw.info,1
implisense.com,0
aewwcimqqaggaiwa.org,1
jxiokv.cn,1
qqvylavhbdcfx.org,1
feqqlktuwdkj.com,1
otokokpit.com,0
uetpyfvd.cc,1
vuforia.com,0
ppjxag.net,1
ghhiiltfojfv.com,1
howoptimize.com,0
ciwseuowswcwuigi.org,1
kotobormot.ru,0
mit.edu,0
mutupxaf.ru,1
gupxicup.ru,1
britishdoctorjobs.com,0
kjncdeuedcji.com,1
sodeqamo.ru,1
keaqeici.ru,1
gfjdxkqxebsx.com,1
pcgilmore.com.ph,0
ubcvv.info,1
gqwayqwgqmymeikw.org,1
rohobifo.ru,1
modifiedcartrader.com,0
vanillamastercard.com,0
fwvulfgiprrtpdw.info,1
wicheise.ru,1
managementboek.nl,0
hicnpjypxojyjbr.com,1
cao.ac.za,0
cdebcefgxiyq.com,1
jimmrwtdcdef.com,1
xgdumd.net,1
ixydcuxko.info,1
boxiaozui.com,0
hirschtest.co.za,0
lfthfhhwoh.com,1
bookmarkgold.asia,0
sound4life.net,0
veeskuqmgoktm.net,1
vulatban.ru,1
dokhamov.ru,1
futforvhfdxlmt.net,1
greycoder.com,0
freemiraclegel.com,0
ixorjsofhirq.com,1
condesan.org,0
cicxulei.ru,1
nwnfoxrskhixd.co.uk,1
hp.sharepoint.com,0
qrhjvbptyfnb.info,1
wwmumywkoseescak.org,1
wardrobeoxygen.com,0
islam4m.com,0
deghruuqerjf.com,1
swjqqffftdxc.com,1
gparpbyx.net,1
rskshe.info,1
glueq.cn,1
zgfqs.info,1
jbcdnthssbwg.com,1
zvecacfs.com,1
myewwggsiscwiwge.org,1
cadajuego.es,0
eiwggysaqeeaqwme.org,1
opentrackers.org,0
ucvbewneyjlpdy.ru,1
bofawein.ru,1
mupwojip.ru,1
emsiwysgkgoeuwca.org,1
dkophcstcgkk.com,1
pompina.ru,0
poevcwnfqmbr.com,1
feowokug.ru,1
anmxtonyqqofflg.net,1
diold.ru,0
rbwpbaln.ws,1
lowcostavia.com.ua,0
pilfohux.ru,1
bhmlsimunyklrc.ru,1
solytron.bg,0
gouv.bj,0
mqzijjrg.org,1
juxleoce.ru,1
ucdebvf.net,1
webonclicks.com.au,0
uklum.net,1
cufahaho.ru,1
tgpzoo.com,0
kqplbkwjfwyv.info,1
yavqxyfgtxkuc.biz,1
qodeovat.ru,1
bkcdhificbjp.com,1
qkqiowqiocgiaycc.org,1
icondecotter.jp,0
yzqoexbn.org,1
gfihvstlqrdd.com,1
qugoqhom.ru,1
kursagit.com,0
gcmmijyqcrsk.com,1
swvspudvxqfd.com,1
fgfuphschiee.com,1
vlriweykbmdyy.org,1
iuiemysiksgewewe.org,1
tshirts.in,0
xchvyeaocsxiau.ru,1
gqgauumgyukyyuck.org,1
euuugoncbrpk.com,1
pinkmelon.de,0
ornpkkkhhepm.com,1
espiv.net,0
depurtat.ro,0
pjvok.cn,1
americanbusinessandservicedirectory.com,0
krjfxggpdutw.biz,1
juylcjkfcdto.com,1
smart-loads.com,0
bjullxeebejo.com,1
hikivaku.ru,1
eieseaoggwyaekuy.org,1
cchubnigeria.com,0
reliableparts.com,0
bvjydahnwj.biz,1
hqxsyhpuyhsru.net,1
odcbcghuhgfq.com,1
defense-arab.com,0
tlyiwbx.cc,1
logismarket.pt,0
yaouank.com,0
myqiqkqmmamgsgms.org,1
gqaqecceacweysys.org,1
bookbravo.com,0
kyxaodienanh.com,0
cmtdqcbiuop.cn,1
ttlgyeycqlkfnnx.com,1
dagensanalys.se,0
llhsrggkjivu.com,1
hvyzppfbhtw.org,1
ab0dk71w971lxvt08m6hf4tkm.com,1
xuywilx.com,1
sjnmcsgtmbjy.com,1
kahotoci.ru,1
paxecwp.info,1
iusmyuqwmocowouy.org,1
bnhzwxn.com,1
utqpz.ws,1
pqmscagtx.cc,1
cigeuawyqwomcyqs.org,1
christalrock.com,0
kyeieuygcmgeuikm.org,1
armscontrolwonk.com,0
qqnpgaeednuhw.org,1
ejodlwb.ws,1
storypk.blogspot.com,0
matteovola.it,0
hatxokce.ru,1
adversus.it,0
wdpjgeokncsj.org,1
ussskgimmsgiuaqo.org,1
bnhqbsjkveju.org,1
toqoqnob.ru,1
ldvivkeqthl.org,1
wgnodcbhyyocla.co.uk,1
uokgsgkekqokwmic.org,1
euro-style.kiev.ua,0
kygkaaiqqgomgmsy.org,1
fsajfucbumlrw.co.uk,1
lkhedefebtop.com,1
orgmlm.ru,0
uoeiisscyymeieke.org,1
oatext.com,0
kfjnnupdgxanup.com,1
mfwdyyjypbxs.ru,1
aeyqcsiuwcawcgsc.org,1
emccywmkgusamceg.org,1
hhfqwnrwyqfof.com,1
sinematutkusu.com,0
aomori.jp,0
ltmdtdonomtl.com,1
zovieds.com,1
zftfvjqg.cn,1
eastlinemarketing.com,0
gktxgwkffkpt.com,1
fidajeif.ru,1
patrilbe.ru,1
mimedicalsupplies.com,0
sia-partners.com,0
gspqqqvwxclu.com,1
acdccover.com.br,0
ibcbnecjnltc.com,1
tuqaftup.ru,1
qeobokqu.ru,1
nkfkaxxokobdsww.org,1
swfnbvqpmnky.com,1
puro.it,0
dgeebstxsook.com,1
hummerpartsguy.com,0
revolutionsportscar.com,0
uswyqagqgogcmkws.org,1
qeqcbmeeoyqhw.net,1
vatqavux.ru,1
feamovux.ru,1
natnafho.ru,1
haberay.net,0
oebnsainvksunbl.com,1
phlbtghtldwwrw.ru,1
yutiyphnislrrp.org,1
one-click-forum.com,0
trovit.ca,0
kensington.tmall.com,0
tkczdkjomt.com,1
ourladiescollection.com,0
cvdljv.com,1
haroxirt.ru,1
iqeociawqgwykmia.org,1
uvfvpvnc.com,1
rvqmhvdqqtdqxxl.ru,1
babatkog.ru,1
qeakoqro.ru,1
visualcaptcha.net,0
rgtgwcduoalcqws.net,1
sfifgtunilou.com,1
aagmgomsskkmuqgq.org,1
kitchenstuffplus.com,0
bcditejksbrn.com,1
cbnqiglmkgns.com,1
uxmwypyynkltd.com,1
kivvadh.cn,1
gqwsmwogsiimaksi.org,1
lkopnsncdlse.com,1
laexvxbtcydvc.net,1
egitimpedia.com,0
wsmiqokyyguioysg.org,1
ogemiokaqcuucsqi.org,1
